Part Number,2021-09-13 18:30:00,2021-09-14 06:05:00,2021-09-14 06:25:00,2021-09-14 06:34:00,2021-09-14 17:30:00,2021-09-15 06:20:00,2021-09-15 06:37:00,2021-09-15 16:33:00,2021-09-16 06:32:00,2021-09-16 06:38:00,2021-09-16 15:06:00,2021-09-16 17:06:00,2021-09-17 05:59:00,2021-09-17 06:23:00,2021-09-17 06:32:00,2021-09-18 07:13:00,2021-09-19 06:30:00,2021-09-20 06:01:00,2021-09-20 06:29:00,2021-09-21 06:03:00,2021-09-21 06:31:00,2021-09-22 05:58:00,2021-09-22 06:33:00,2021-09-23 06:00:00,2021-09-23 06:35:00,2021-09-24 06:05:00,2021-09-24 06:33:00,2021-09-25 07:06:00,2021-09-25 15:38:00,2021-09-26 06:02:00,2021-09-26 06:28:00,2021-09-27 05:54:00,2021-09-27 06:30:00,2021-09-27 08:37:00,2021-09-27 09:55:00,2021-09-27 11:55:00,2021-09-27 12:58:00,2021-09-28 06:31:00,2021-09-28 06:37:00,2021-09-28 10:00:00,2021-09-28 12:00:00,2021-09-28 16:57:00,2021-09-28 18:00:00,2021-09-29 06:29:00,2021-09-29 06:42:00,2021-09-29 11:58:00,2021-09-30 06:31:00,2021-09-30 06:33:00,2021-09-30 11:33:00,2021-09-30 12:30:00,2021-09-30 13:33:00,2021-09-30 15:34:00,2021-09-30 16:30:00,2021-09-30 17:34:00,2021-10-01 06:31:00,2021-10-01 06:35:00,2021-10-01 07:08:00,2021-10-02 07:05:00,2021-10-02 08:35:00,2021-10-03 07:03:00,2021-10-04 05:54:00,2021-10-04 06:26:00,2021-10-04 06:30:00,2021-10-04 11:27:00,2021-10-04 16:30:00,2021-10-05 06:32:00,2021-10-05 06:39:00,2021-10-05 07:01:00,2021-10-05 10:29:00,2021-10-06 06:00:00,2021-10-06 06:29:00,2021-10-06 06:33:00,2021-10-06 12:26:00,2021-10-06 18:34:00,2021-10-07 06:31:00,2021-10-07 08:08:00,2021-10-07 15:31:00,2021-10-07 17:32:00,2021-10-08 06:04:00,2021-10-08 06:35:00,2021-10-08 06:37:00,2021-10-08 12:08:00,2021-10-08 15:05:00,2021-10-09 07:05:00,2021-10-10 05:58:00,2021-10-10 06:29:00,2021-10-11 06:00:00,2021-10-11 06:28:00,2021-10-12 06:30:00,2021-10-12 06:36:00,2021-10-12 11:34:00,2021-10-13 06:34:00,2021-10-13 06:44:00,2021-10-13 07:14:00,2021-10-13 12:38:00,2021-10-14 06:32:00,2021-10-14 06:33:00,2021-10-14 16:30:00,2021-10-15 06:30:00,2021-10-15 06:38:00,2021-10-15 06:59:00,2021-10-15 15:34:00,2021-10-16 07:06:00,2021-10-16 07:42:00,2021-10-17 06:36:00,2021-10-18 06:01:00,2021-10-18 06:27:00,2021-10-18 06:37:00,2021-10-18 16:38:00,2021-10-19 06:36:00,2021-10-19 06:49:00,2021-10-19 11:57:00,2021-10-19 15:57:00,2021-10-20 06:00:00,2021-10-20 06:32:00,2021-10-20 06:36:00,2021-10-20 12:01:00,2021-10-20 16:01:00,2021-10-21 06:29:00,2021-10-21 06:42:00,2021-10-21 09:57:00,2021-10-21 11:01:00,2021-10-21 11:58:00,2021-10-21 15:01:00,2021-10-22 06:48:00,2021-10-22 07:02:00,2021-10-22 11:06:00,2021-10-22 12:31:00,2021-10-22 14:31:00,2021-10-22 16:03:00,2021-10-23 07:08:00,2021-10-24 06:33:00,2021-10-25 06:19:00,2021-10-25 06:32:00,2021-10-25 14:33:00,2021-10-25 17:29:00,2021-10-26 06:31:00,2021-10-26 06:33:00,2021-10-27 06:29:00,2021-10-27 06:39:00,2021-10-28 06:30:00,2021-10-28 06:31:00,2021-10-28 12:26:00,2021-10-28 15:30:00,2021-10-28 16:26:00,2021-10-29 06:30:00,2021-10-29 06:32:00,2021-10-29 07:06:00,2021-10-29 12:34:00,2021-10-29 15:03:00,2021-10-29 15:38:00,2021-10-30 07:04:00,2021-11-01 07:03:00
Part 12,27,27,27.0,27.0,27.0,28.0,28.0,28.0,19.0,19.0,19.0,19.0,19.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,21.0,21.0,21.0,21.0,21.0,21.0,43,43,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,50,50,50,0,0,0,57,57,57,57,57,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,39.0,39.0,39.0,39.0,16,16,16,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,1,1,1,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0
Part 13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,9,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,0.0,0.0,1,1,1,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,0.0
Part 14,95,95,43.0,43.0,43.0,36.0,36.0,36.0,33.0,33.0,33.0,33.0,33.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,90.0,90.0,90.0,90.0,90.0,105.0,105.0,105.0,105.0,105.0,105.0,105,105,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,62,62,62,0,0,0,63,63,63,63,63,81.0,81.0,81.0,81.0,81.0,89.0,89.0,89.0,89.0,83.0,83.0,83.0,83.0,82,82,82,82,82,82,82,82,82,82,127.0,127.0,127.0,132.0,132.0,132.0,132.0,110,110,110,128.0,128.0,128.0,128.0,130.0,130.0,130.0,122.0,122.0,122.0,122.0,124,124,124,124,124,125.0,125.0,125.0,125.0,107.0,107.0,107.0,107.0,107.0,99,99,99,99,99,99,99,99,66.0,66.0,66.0,66.0,85.0,85.0,95,95,95,72.0,72.0,72.0,72.0,72.0,60,60,60,60,60,60,57.0
Part 15,18,18,8.0,8.0,8.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,12.0,14,14,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,45,45,45,0,0,0,52,52,52,52,52,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,29.0,29.0,29.0,29.0,27,27,27,27,27,27,27,27,27,27,29.0,29.0,29.0,27.0,27.0,27.0,27.0,20,20,20,13.0,13.0,13.0,13.0,37.0,37.0,37.0,12.0,12.0,12.0,12.0,7,7,7,7,7,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,23,23,23,23,23,23,23,23,29.0,29.0,29.0,29.0,29.0,29.0,23,23,23,17.0,17.0,17.0,17.0,17.0,39,39,39,39,39,39,37.0
Part 16,43,43,20.0,20.0,20.0,20.0,20.0,20.0,31.0,31.0,31.0,31.0,31.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,85.0,85.0,85.0,85.0,85.0,89.0,89.0,89.0,89.0,89.0,89.0,71,71,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,68,68,68,0,0,0,57,57,57,57,57,55.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,52,52,52,52,52,52,52,52,52,52,51.0,51.0,51.0,53.0,53.0,53.0,53.0,54,54,54,56.0,56.0,56.0,56.0,37.0,37.0,37.0,46.0,46.0,46.0,46.0,53,53,53,53,53,51.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,53,53,53,53,53,53,53,53,64.0,64.0,64.0,64.0,53.0,53.0,63,63,63,64.0,64.0,64.0,64.0,64.0,70,70,70,70,70,70,75.0
Part 17,7,7,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,43,43,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,57,57,57,0,0,0,59,59,59,59,59,56.0,56.0,56.0,56.0,56.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,58,58,58,58,58,58,58,58,58,58,67.0,67.0,67.0,63.0,63.0,63.0,63.0,90,90,90,91.0,91.0,91.0,91.0,87.0,87.0,87.0,92.0,92.0,92.0,92.0,121,121,121,121,121,156.0,156.0,156.0,156.0,152.0,152.0,152.0,152.0,152.0,148,148,148,148,148,148,148,148,170.0,170.0,170.0,170.0,155.0,155.0,162,162,162,134.0,134.0,134.0,134.0,134.0,148,148,148,148,148,148,121.0
Part 18,180,180,121.0,121.0,121.0,84.0,84.0,84.0,100.0,100.0,100.0,100.0,100.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,127.0,127.0,127.0,127.0,127.0,131.0,131.0,131.0,131.0,131.0,131.0,125,125,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,160,160,160,0,0,0,146,146,146,146,146,123.0,123.0,123.0,123.0,123.0,153.0,153.0,153.0,153.0,181.0,181.0,181.0,181.0,151,151,151,151,151,151,151,151,151,151,127.0,127.0,127.0,131.0,131.0,131.0,131.0,106,106,106,102.0,102.0,102.0,102.0,108.0,108.0,108.0,150.0,150.0,150.0,150.0,135,135,135,135,135,102.0,102.0,102.0,102.0,99.0,99.0,99.0,99.0,99.0,98,98,98,98,98,98,98,98,78.0,78.0,78.0,78.0,76.0,76.0,96,96,96,92.0,92.0,92.0,92.0,92.0,91,91,91,91,91,91,130.0
Part 19,36,36,23.0,23.0,23.0,61.0,61.0,61.0,48.0,48.0,48.0,48.0,48.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,94.0,94.0,94.0,94.0,94.0,70.0,70.0,70.0,70.0,70.0,70.0,42,42,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27,27,27,0,0,0,41,41,41,41,41,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,57.0,31.0,31.0,31.0,31.0,41,41,41,41,41,41,41,41,41,41,32.0,32.0,32.0,32.0,32.0,32.0,32.0,34,34,34,38.0,38.0,38.0,38.0,31.0,31.0,31.0,25.0,25.0,25.0,25.0,6,6,6,6,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56.0
Part 2,616,616,600.0,600.0,600.0,621.0,621.0,621.0,636.0,636.0,636.0,636.0,636.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,632.0,641.0,641.0,641.0,641.0,641.0,523.0,523.0,523.0,523.0,523.0,523.0,555,555,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,529,529,529,0,0,0,392,392,392,392,392,391.0,391.0,391.0,391.0,391.0,531.0,531.0,531.0,531.0,569.0,569.0,569.0,569.0,555,555,555,555,555,555,555,555,555,555,559.0,559.0,559.0,513.0,513.0,513.0,513.0,564,564,564,632.0,632.0,632.0,632.0,595.0,595.0,595.0,588.0,588.0,588.0,588.0,599,599,599,599,599,624.0,624.0,624.0,624.0,678.0,678.0,678.0,678.0,678.0,737,737,737,737,737,737,737,737,638.0,638.0,638.0,638.0,666.0,666.0,574,574,574,640.0,640.0,640.0,640.0,640.0,578,578,578,578,578,578,580.0
Part 20,43,43,18.0,18.0,18.0,20.0,20.0,20.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,19,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,25,25,25,0,0,0,35,35,35,35,35,51.0,51.0,51.0,51.0,51.0,8.0,8.0,8.0,8.0,32.0,32.0,32.0,32.0,42,42,42,42,42,42,42,42,42,42,15.0,15.0,15.0,13.0,13.0,13.0,13.0,40,40,40,33.0,33.0,33.0,33.0,30.0,30.0,30.0,48.0,48.0,48.0,48.0,37,37,37,37,37,25.0,25.0,25.0,25.0,47.0,47.0,47.0,47.0,47.0,39,39,39,39,39,39,39,39,44.0,44.0,44.0,44.0,46.0,46.0,42,42,42,99.0,99.0,99.0,99.0,99.0,65,65,65,65,65,65,14.0
Part 21,180,180,183.5,183.5,183.5,281.5,281.5,281.5,280.0,280.0,280.0,280.0,280.0,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,262.5,262.5,262.5,262.5,262.5,271.5,271.5,271.5,271.5,271.5,271.5,264,264,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,258,258,258,0,0,0,277,277,277,277,277,253.5,253.5,253.5,253.5,253.5,237.5,237.5,237.5,237.5,248.5,248.5,248.5,248.5,242,242,242,242,242,242,242,242,242,242,250.5,250.5,250.5,249.5,249.5,249.5,249.5,251,251,251,242.5,242.5,242.5,242.5,175.5,175.5,175.5,252.5,252.5,252.5,252.5,248,248,248,248,248,250.5,250.5,250.5,250.5,264.5,264.5,264.5,264.5,264.5,250,250,250,250,250,250,250,250,260.5,260.5,260.5,260.5,271.5,271.5,273,273,273,255.5,255.5,255.5,255.5,255.5,242,242,242,242,242,242,225.0
Part 22,39,39,49.0,49.0,49.0,59.0,59.0,59.0,53.0,53.0,53.0,53.0,53.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,73.0,73.0,73.0,73.0,73.0,56.0,56.0,56.0,56.0,56.0,56.0,83,83,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,52,52,52,0,0,0,28,28,28,28,28,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,71.0,71.0,71.0,71.0,67,67,67,67,67,67,67,67,67,67,40.0,40.0,40.0,41.0,41.0,41.0,41.0,28,28,28,8.0,8.0,8.0,8.0,19.0,19.0,19.0,44.0,44.0,44.0,44.0,34,34,34,34,34,50.0,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,64,64,64,64,64,64,64,64,26.0,26.0,26.0,26.0,11.0,11.0,7,7,7,8.0,8.0,8.0,8.0,8.0,6,6,6,6,6,6,14.0
Part 23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0
Part 24,9,9,7.0,7.0,7.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,184.0,184.0,184.0,184.0,184.0,202.0,202.0,202.0,202.0,202.0,202.0,165,165,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,102,102,102,0,0,0,150,150,150,150,150,125.0,125.0,125.0,125.0,125.0,121.0,121.0,121.0,121.0,149.0,149.0,149.0,149.0,193,193,193,193,193,193,193,193,193,193,131.0,131.0,131.0,148.0,148.0,148.0,148.0,186,186,186,182.0,182.0,182.0,182.0,140.0,140.0,140.0,125.0,125.0,125.0,125.0,106,106,106,106,106,85.0,85.0,85.0,85.0,195.0,195.0,195.0,195.0,195.0,275,275,275,275,275,275,275,275,191.0,191.0,191.0,191.0,144.0,144.0,142,142,142,135.0,135.0,135.0,135.0,135.0,162,162,162,162,162,162,187.0
Part 25,30,30,27.0,27.0,27.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,22.0,32.0,32.0,32.0,32.0,32.0,32.0,37,37,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41,41,41,0,0,0,41,41,41,41,41,51.0,51.0,51.0,51.0,51.0,47.0,47.0,47.0,47.0,42.0,42.0,42.0,42.0,45,45,45,45,45,45,45,45,45,45,44.0,44.0,44.0,23.0,23.0,23.0,23.0,29,29,29,32.0,32.0,32.0,32.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,41,41,41,41,41,39.0,39.0,39.0,39.0,30.0,30.0,30.0,30.0,30.0,25,25,25,25,25,25,25,25,46.0,46.0,46.0,46.0,33.0,33.0,23,23,23,24.0,24.0,24.0,24.0,24.0,18,18,18,18,18,18,30.0
Part 26,180,180,183.5,183.5,183.5,299.5,299.5,299.5,301.5,301.5,301.5,301.5,301.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,280.5,286.0,286.0,286.0,286.0,286.0,291.5,291.5,291.5,291.5,291.5,291.5,282,282,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,270,270,270,0,0,0,283,283,283,283,283,254.5,254.5,254.5,254.5,254.5,243.0,243.0,243.0,243.0,258.0,258.0,258.0,258.0,249,249,249,249,249,249,249,249,249,249,255.0,255.0,255.0,259.0,259.0,259.0,259.0,261,261,261,252.0,252.0,252.0,252.0,175.5,175.5,175.5,270.0,270.0,270.0,270.0,266,266,266,266,266,261.0,261.0,261.0,261.0,269.0,269.0,269.0,269.0,269.0,263,263,263,263,263,263,263,263,276.5,276.5,276.5,276.5,279.0,279.0,276,276,276,255.5,255.5,255.5,255.5,255.5,245,245,245,245,245,245,238.5
Part 27,117,117,114.0,114.0,114.0,99.0,99.0,99.0,124.0,124.0,124.0,124.0,124.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,198.0,198.0,198.0,198.0,198.0,205.0,205.0,205.0,205.0,205.0,205.0,170,170,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,200,200,200,0,0,0,228,228,228,228,228,208.0,208.0,208.0,208.0,208.0,193.0,193.0,193.0,193.0,179.0,179.0,179.0,179.0,180,180,180,180,180,180,180,180,180,180,168.0,168.0,168.0,156.0,156.0,156.0,156.0,183,183,183,209.0,209.0,209.0,209.0,191.0,191.0,191.0,168.0,168.0,168.0,168.0,172,172,172,172,172,160.0,160.0,160.0,160.0,163.0,163.0,163.0,163.0,163.0,144,144,144,144,144,144,144,144,181.0,181.0,181.0,181.0,194.0,194.0,201,201,201,208.0,208.0,208.0,208.0,208.0,200,200,200,200,200,200,203.0
Part 28,104,104,100.0,100.0,100.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,536.0,536.0,536.0,536.0,536.0,498.0,498.0,498.0,498.0,498.0,498.0,498,498,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,522,522,522,0,0,0,538,538,538,538,538,526.0,526.0,526.0,526.0,526.0,544.0,544.0,544.0,544.0,552.0,552.0,552.0,552.0,550,550,550,550,550,550,550,550,550,550,616.0,616.0,616.0,610.0,610.0,610.0,610.0,620,620,620,608.0,608.0,608.0,608.0,618.0,618.0,618.0,598.0,598.0,598.0,598.0,574,574,574,574,574,572.0,572.0,572.0,572.0,608.0,608.0,608.0,608.0,608.0,594,594,594,594,594,594,594,594,576.0,576.0,576.0,576.0,602.0,602.0,610,610,610,628.0,628.0,628.0,628.0,628.0,646,646,646,646,646,646,590.0
Part 29,312,312,326.0,326.0,326.0,316.0,316.0,316.0,354.0,354.0,354.0,354.0,354.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,542.0,542.0,542.0,542.0,542.0,522.0,522.0,522.0,522.0,522.0,522.0,506,506,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,504,504,504,0,0,0,512,512,512,512,512,530.0,530.0,530.0,530.0,530.0,498.0,498.0,498.0,498.0,500.0,500.0,500.0,500.0,494,494,494,494,494,494,494,494,494,494,452.0,452.0,452.0,434.0,434.0,434.0,434.0,424,424,424,436.0,436.0,436.0,436.0,420.0,420.0,420.0,424.0,424.0,424.0,424.0,412,412,412,412,412,420.0,420.0,420.0,420.0,438.0,438.0,438.0,438.0,438.0,416,416,416,416,416,416,416,416,416.0,416.0,416.0,416.0,412.0,412.0,418,418,418,432.0,432.0,432.0,432.0,432.0,414,414,414,414,414,414,434.0
Part 3,104,104,75.0,75.0,75.0,23.0,23.0,23.0,41.0,41.0,41.0,41.0,41.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,55.0,55.0,55.0,55.0,55.0,30.0,30.0,30.0,30.0,30.0,30.0,15,15,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,144,144,144,0,0,0,165,165,165,165,165,175.0,175.0,175.0,175.0,175.0,94.0,94.0,94.0,94.0,74.0,74.0,74.0,74.0,159,159,159,159,159,159,159,159,159,159,92.0,92.0,92.0,32.0,32.0,32.0,32.0,2,2,2,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,24,24,24,24,24,60.0
Part 30,330,330,409.0,409.0,409.0,422.0,422.0,422.0,428.0,428.0,428.0,428.0,428.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,490.0,490.0,490.0,490.0,490.0,420.0,420.0,420.0,420.0,420.0,420.0,316,316,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,333,333,333,0,0,0,290,290,290,290,290,198.0,198.0,198.0,198.0,198.0,278.0,278.0,278.0,278.0,293.0,293.0,293.0,293.0,244,244,244,244,244,244,244,244,244,244,359.0,359.0,359.0,314.0,314.0,314.0,314.0,297,297,297,261.0,261.0,261.0,261.0,0.0,0.0,0.0,270.0,270.0,270.0,270.0,137,137,137,137,137,122.0,122.0,122.0,122.0,221.0,221.0,221.0,221.0,221.0,158,158,158,158,158,158,158,158,55.0,55.0,55.0,55.0,83.0,83.0,125,125,125,91.0,91.0,91.0,91.0,91.0,184,184,184,184,184,184,239.0
Part 31,3,3,29.0,29.0,29.0,25.0,25.0,25.0,21.0,21.0,21.0,21.0,21.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,25,25,25,56.0,56.0,56.0,56.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,47,47,47,47,47,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,41,41,41,41,41,41,41,41,10.0,10.0,10.0,10.0,11.0,11.0,5,5,5,9.0,9.0,9.0,9.0,9.0,19,19,19,19,19,19,41.0
Part 32,5,5,1.0,1.0,1.0,1.0,1.0,1.0,37.0,37.0,37.0,37.0,37.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,42.0,42.0,42.0,42.0,42.0,37.0,37.0,37.0,37.0,37.0,37.0,36,36,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,23,23,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0
