Part Number,2021-09-13 18:30:00,2021-09-14 06:05:00,2021-09-14 06:25:00,2021-09-14 06:34:00,2021-09-14 17:30:00,2021-09-15 06:20:00,2021-09-15 06:37:00,2021-09-15 16:33:00,2021-09-16 06:32:00,2021-09-16 06:38:00,2021-09-16 15:06:00,2021-09-16 17:06:00,2021-09-17 05:59:00,2021-09-17 06:23:00,2021-09-17 06:32:00,2021-09-18 07:13:00,2021-09-19 06:30:00,2021-09-20 06:01:00,2021-09-20 06:29:00,2021-09-21 06:03:00,2021-09-21 06:31:00,2021-09-22 05:58:00,2021-09-22 06:33:00,2021-09-23 06:00:00,2021-09-23 06:35:00,2021-09-24 06:05:00,2021-09-24 06:33:00,2021-09-25 07:06:00,2021-09-25 15:38:00,2021-09-26 06:02:00,2021-09-26 06:28:00,2021-09-27 05:54:00,2021-09-27 06:30:00,2021-09-27 08:37:00,2021-09-27 09:55:00,2021-09-27 11:55:00,2021-09-27 12:58:00,2021-09-28 06:31:00,2021-09-28 06:37:00,2021-09-28 10:00:00,2021-09-28 12:00:00,2021-09-28 16:57:00,2021-09-28 18:00:00,2021-09-29 06:29:00,2021-09-29 06:42:00,2021-09-29 11:58:00,2021-09-30 06:31:00,2021-09-30 06:33:00,2021-09-30 11:33:00,2021-09-30 12:30:00,2021-09-30 13:33:00,2021-09-30 15:34:00,2021-09-30 16:30:00,2021-09-30 17:34:00,2021-10-01 06:31:00,2021-10-01 06:35:00,2021-10-01 07:08:00,2021-10-02 07:05:00,2021-10-02 08:35:00,2021-10-03 07:03:00,2021-10-04 05:54:00,2021-10-04 06:26:00,2021-10-04 06:30:00,2021-10-04 11:27:00,2021-10-04 16:30:00,2021-10-05 06:32:00,2021-10-05 06:39:00,2021-10-05 07:01:00,2021-10-05 10:29:00,2021-10-06 06:00:00,2021-10-06 06:29:00,2021-10-06 06:33:00,2021-10-06 12:26:00,2021-10-06 18:34:00,2021-10-07 06:31:00,2021-10-07 08:08:00,2021-10-07 15:31:00,2021-10-07 17:32:00,2021-10-08 06:04:00,2021-10-08 06:35:00,2021-10-08 06:37:00,2021-10-08 12:08:00,2021-10-08 15:05:00,2021-10-09 07:05:00,2021-10-10 05:58:00,2021-10-10 06:29:00,2021-10-11 06:00:00,2021-10-11 06:28:00,2021-10-12 06:30:00,2021-10-12 06:36:00,2021-10-12 11:34:00,2021-10-13 06:34:00,2021-10-13 06:44:00,2021-10-13 07:14:00,2021-10-13 12:38:00,2021-10-14 06:32:00,2021-10-14 06:33:00,2021-10-14 16:30:00,2021-10-15 06:30:00,2021-10-15 06:38:00,2021-10-15 06:59:00,2021-10-15 15:34:00,2021-10-16 07:06:00,2021-10-16 07:42:00,2021-10-17 06:36:00,2021-10-18 06:01:00,2021-10-18 06:27:00,2021-10-18 06:37:00,2021-10-18 16:38:00,2021-10-19 06:36:00,2021-10-19 06:49:00,2021-10-19 11:57:00,2021-10-19 15:57:00,2021-10-20 06:00:00,2021-10-20 06:32:00,2021-10-20 06:36:00,2021-10-20 12:01:00,2021-10-20 16:01:00,2021-10-21 06:29:00,2021-10-21 06:42:00,2021-10-21 09:57:00,2021-10-21 11:01:00,2021-10-21 11:58:00,2021-10-21 15:01:00,2021-10-22 06:48:00,2021-10-22 07:02:00,2021-10-22 11:06:00,2021-10-22 12:31:00,2021-10-22 14:31:00,2021-10-22 16:03:00,2021-10-23 07:08:00,2021-10-24 06:33:00,2021-10-25 06:19:00,2021-10-25 06:32:00,2021-10-25 14:33:00,2021-10-25 17:29:00,2021-10-26 06:31:00,2021-10-26 06:33:00,2021-10-27 06:29:00,2021-10-27 06:39:00,2021-10-28 06:30:00,2021-10-28 06:31:00,2021-10-28 12:26:00,2021-10-28 15:30:00,2021-10-28 16:26:00,2021-10-29 06:30:00,2021-10-29 06:32:00,2021-10-29 07:06:00,2021-10-29 12:34:00,2021-10-29 15:03:00,2021-10-29 15:38:00,2021-10-30 07:04:00,2021-11-01 07:03:00
Part 33,211,211,234.0,234.0,234.0,251.0,251.0,251.0,98.0,98.0,98.0,98.0,98.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,114.0,114.0,114.0,114.0,114.0,99.0,99.0,99.0,99.0,99.0,99.0,201,201,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,125,125,125,0,0,0,163,163,163,163,163,145.0,145.0,145.0,145.0,145.0,112.0,112.0,112.0,112.0,84.0,84.0,84.0,84.0,79,79,79,79,79,79,79,79,79,79,106.0,106.0,106.0,80.0,80.0,80.0,80.0,77,77,77,93.0,93.0,93.0,93.0,0.0,0.0,0.0,187.0,187.0,187.0,187.0,166,166,166,166,166,223.0,223.0,223.0,223.0,140.0,140.0,140.0,140.0,140.0,104,104,104,104,104,104,104,104,32.0,32.0,32.0,32.0,48.0,48.0,26,26,26,18.0,18.0,18.0,18.0,18.0,14,14,14,14,14,14,36.0
Part 34,8,8,24.0,24.0,24.0,26.0,26.0,26.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,47.0,47.0,47.0,47.0,47.0,149.0,149.0,149.0,149.0,149.0,149.0,231,231,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,74,74,74,0,0,0,57,57,57,57,57,44.0,44.0,44.0,44.0,44.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,53,53,53,53,53,53,53,53,53,53,111.0,111.0,111.0,93.0,93.0,93.0,93.0,55,55,55,16.0,16.0,16.0,16.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,91,91,91,91,91,76.0,76.0,76.0,76.0,56.0,56.0,56.0,56.0,56.0,98,98,98,98,98,98,98,98,48.0,48.0,48.0,48.0,34.0,34.0,43,43,43,39.0,39.0,39.0,39.0,39.0,46,46,46,46,46,46,127.0
Part 35,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,0,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,2,9.0,9.0,9.0,9.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1,1,1,1,1,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,12.0,26,26,26,26,26,26,26,26,7.0,7.0,7.0,7.0,3.0,3.0,3,3,3,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2.0
Part 36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,7,7,7,0,0,0,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,30,30,30,30,30,34.0,34.0,34.0,34.0,42.0,42.0,42.0,42.0,42.0,27,27,27,27,27,27,27,27,18.0,18.0,18.0,18.0,12.0,12.0,13,13,13,6.0,6.0,6.0,6.0,6.0,1,1,1,1,1,1,1.0
Part 37,207,207,138.0,138.0,138.0,162.0,162.0,162.0,303.0,303.0,303.0,303.0,303.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,192.0,192.0,192.0,192.0,192.0,236.0,236.0,236.0,236.0,236.0,236.0,175,175,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,160,160,160,0,0,0,191,191,191,191,191,95.0,95.0,95.0,95.0,95.0,108.0,108.0,108.0,108.0,129.0,129.0,129.0,129.0,130,130,130,130,130,130,130,130,130,130,179.0,179.0,179.0,149.0,149.0,149.0,149.0,185,185,185,157.0,157.0,157.0,157.0,0.0,0.0,0.0,88.0,88.0,88.0,88.0,114,114,114,114,114,148.0,148.0,148.0,148.0,141.0,141.0,141.0,141.0,141.0,184,184,184,184,184,184,184,184,105.0,105.0,105.0,105.0,94.0,94.0,84,84,84,129.0,129.0,129.0,129.0,129.0,125,125,125,125,125,125,244.0
Part 38,96,96,51.0,51.0,51.0,38.0,38.0,38.0,108.0,108.0,108.0,108.0,108.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,93.0,93.0,93.0,93.0,93.0,129.0,129.0,129.0,129.0,129.0,129.0,159,159,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,125,125,125,0,0,0,133,133,133,133,133,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,119.0,119.0,119.0,119.0,107,107,107,107,107,107,107,107,107,107,100.0,100.0,100.0,116.0,116.0,116.0,116.0,87,87,87,114.0,114.0,114.0,114.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,84,84,84,84,84,44.0,44.0,44.0,44.0,66.0,66.0,66.0,66.0,66.0,89,89,89,89,89,89,89,89,31.0,31.0,31.0,31.0,43.0,43.0,43,43,43,32.0,32.0,32.0,32.0,32.0,37,37,37,37,37,37,207.0
Part 39,40,40,44.0,44.0,44.0,41.0,41.0,41.0,27.0,27.0,27.0,27.0,27.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,34,34,34,0,0,0,25,25,25,25,25,20.0,20.0,20.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15,15,15,15,15,15,15,15,15,15,36.0,36.0,36.0,37.0,37.0,37.0,37.0,43,43,43,42.0,42.0,42.0,42.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,46,46,46,46,46,47.0,47.0,47.0,47.0,14.0,14.0,14.0,14.0,14.0,11,11,11,11,11,11,11,11,26.0,26.0,26.0,26.0,33.0,33.0,37,37,37,38.0,38.0,38.0,38.0,38.0,36,36,36,36,36,36,61.0
Part 4,187,187,212.0,212.0,212.0,247.0,247.0,247.0,248.0,248.0,248.0,248.0,248.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,118.0,118.0,118.0,118.0,118.0,87.0,87.0,87.0,87.0,87.0,87.0,126,126,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,295,295,295,0,0,0,230,230,230,230,230,182.0,182.0,182.0,182.0,182.0,167.0,167.0,167.0,167.0,154.0,154.0,154.0,154.0,134,134,134,134,134,134,134,134,134,134,239.0,239.0,239.0,261.0,261.0,261.0,261.0,236,236,236,308.0,308.0,308.0,308.0,303.0,303.0,303.0,285.0,285.0,285.0,285.0,258,258,258,258,258,280.0,280.0,280.0,280.0,239.0,239.0,239.0,239.0,239.0,209,209,209,209,209,209,209,209,307.0,307.0,307.0,307.0,228.0,228.0,367,367,367,300.0,300.0,300.0,300.0,300.0,296,296,296,296,296,296,202.0
Part 40,1,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,19,19,19,19,19,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0
Part 41,63,63,65.0,65.0,65.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,22.0,22.0,22.0,22.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,59,59,59,0,0,0,46,46,46,46,46,26.0,26.0,26.0,26.0,26.0,16.0,16.0,16.0,16.0,13.0,13.0,13.0,13.0,22,22,22,22,22,22,22,22,22,22,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53,53,53,61.0,61.0,61.0,61.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,45,45,45,45,45,53.0,53.0,53.0,53.0,18.0,18.0,18.0,18.0,18.0,13,13,13,13,13,13,13,13,30.0,30.0,30.0,30.0,26.0,26.0,35,35,35,38.0,38.0,38.0,38.0,38.0,39,39,39,39,39,39,61.0
Part 42,1,1,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,14,0,0,0,13,13,13,13,13,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5,5,5,5,5,5,5,5,5,5,8.0,8.0,8.0,9.0,9.0,9.0,9.0,16,16,16,17.0,17.0,17.0,17.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,19,19,19,19,19,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,3,3,3,3,3,3,3,3,6.0,6.0,6.0,6.0,7.0,7.0,8,8,8,4.0,4.0,4.0,4.0,4.0,13,13,13,13,13,13,32.0
Part 43,14,14,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,17,17,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,130,130,130,0,0,0,20,20,20,20,20,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,23.0,30,30,30,6.0,6.0,6.0,6.0,6.0,5,5,5,5,5,5,0.0
Part 44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,21,21,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,15,15,15,15,15,15,15,15,11.0,11.0,11.0,11.0,6.0,6.0,11,11,11,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0
Part 45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Part 46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,22.0,22.0,22.0,22.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,15,15,15,0,0,0,11,11,11,11,11,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6,6,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0
Part 47,21,21,17.0,17.0,17.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,8,8,8,8,8,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,14,14,14,14,14,14,14,14,14,14,26.0,26.0,26.0,15.0,15.0,15.0,15.0,6,6,6,15.0,15.0,15.0,15.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,42,42,42,42,42,41.0,41.0,41.0,41.0,28.0,28.0,28.0,28.0,28.0,23,23,23,23,23,23,23,23,23.0,23.0,23.0,23.0,8.0,8.0,12,12,12,22.0,22.0,22.0,22.0,22.0,17,17,17,17,17,17,15.0
Part 48,3,3,19.0,19.0,19.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,0,0,0,10,10,10,10,10,8.0,8.0,8.0,8.0,8.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,12,12,12,12,12,12,12,12,12,12,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,19.0,19.0,23,23,23,34.0,34.0,34.0,34.0,34.0,24,24,24,24,24,24,4.0
Part 49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,15,15,15,15,12.0,12.0,12.0,12.0,12.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,2,24.0,24.0,24.0,27.0,27.0,27.0,27.0,21,21,21,21.0,21.0,21.0,21.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,37,37,37,37,37,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,8,8,8,8,23.0,23.0,23.0,23.0,16.0,16.0,6,6,6,10.0,10.0,10.0,10.0,10.0,2,2,2,2,2,2,1.0
Part 5,1,1,14.0,14.0,14.0,15.0,15.0,15.0,3.0,3.0,3.0,3.0,3.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,116.0,116.0,116.0,116.0,116.0,102.0,102.0,102.0,102.0,102.0,102.0,47,47,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,47,47,47,0,0,0,121,121,121,121,121,122.0,122.0,122.0,122.0,122.0,90.0,90.0,90.0,90.0,119.0,119.0,119.0,119.0,103,103,103,103,103,103,103,103,103,103,97.0,97.0,97.0,142.0,142.0,142.0,142.0,146,146,146,66.0,66.0,66.0,66.0,70.0,70.0,70.0,109.0,109.0,109.0,109.0,81,81,81,81,81,60.0,60.0,60.0,60.0,26.0,26.0,26.0,26.0,26.0,23,23,23,23,23,23,23,23,8.0,8.0,8.0,8.0,21.0,21.0,28,28,28,14.0,14.0,14.0,14.0,14.0,54,54,54,54,54,54,48.0
Part 50,108,108,104.0,104.0,104.0,58.0,58.0,58.0,14.0,14.0,14.0,14.0,14.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,43.0,43.0,43.0,43.0,43.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,23,23,23,0,0,0,42,42,42,42,42,36.0,36.0,36.0,36.0,36.0,63.0,63.0,63.0,63.0,38.0,38.0,38.0,38.0,48,48,48,48,48,48,48,48,48,48,100.0,100.0,100.0,81.0,81.0,81.0,81.0,95,95,95,61.0,61.0,61.0,61.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,77,77,77,77,77,76.0,76.0,76.0,76.0,36.0,36.0,36.0,36.0,36.0,87,87,87,87,87,87,87,87,95.0,95.0,95.0,95.0,71.0,71.0,92,92,92,67.0,67.0,67.0,67.0,67.0,32,32,32,32,32,32,61.0
Part 51,58,58,65.0,65.0,65.0,81.0,81.0,81.0,68.0,68.0,68.0,68.0,68.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,39.0,39.0,39.0,39.0,39.0,29.0,29.0,29.0,29.0,29.0,29.0,22,22,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,60,60,60,0,0,0,72,72,72,72,72,54.0,54.0,54.0,54.0,54.0,60.0,60.0,60.0,60.0,66.0,66.0,66.0,66.0,85,85,85,85,85,85,85,85,85,85,120.0,120.0,120.0,102.0,102.0,102.0,102.0,92,92,92,95.0,95.0,95.0,95.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,97,97,97,97,97,78.0,78.0,78.0,78.0,57.0,57.0,57.0,57.0,57.0,68,68,68,68,68,68,68,68,60.0,60.0,60.0,60.0,109.0,109.0,118,118,118,109.0,109.0,109.0,109.0,109.0,97,97,97,97,97,97,77.0
Part 52,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,17.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,11,0,0,0,30,30,30,30,30,13.0,13.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9,9,9,9,9,9,9,22.0,22.0,22.0,9.0,9.0,9.0,9.0,9,9,9,21.0,21.0,21.0,21.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,10,10,10,10,10,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Part 53,70,70,74.0,74.0,74.0,48.0,48.0,48.0,119.0,119.0,119.0,119.0,119.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30,30,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,83,83,83,0,0,0,164,164,164,164,164,93.0,93.0,93.0,93.0,93.0,56.0,56.0,56.0,56.0,60.0,60.0,60.0,60.0,68,68,68,68,68,68,68,68,68,68,125.0,125.0,125.0,103.0,103.0,103.0,103.0,83,83,83,109.0,109.0,109.0,109.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,71,71,71,71,71,135.0,135.0,135.0,135.0,195.0,195.0,195.0,195.0,195.0,143,143,143,143,143,143,143,143,99.0,99.0,99.0,99.0,90.0,90.0,96,96,96,134.0,134.0,134.0,134.0,134.0,127,127,127,127,127,127,60.0
Part 54,76,76,82.0,82.0,82.0,73.0,73.0,73.0,88.0,88.0,88.0,88.0,88.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,135.0,135.0,135.0,135.0,135.0,165.0,165.0,165.0,165.0,165.0,165.0,115,115,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,129,129,129,0,0,0,97,97,97,97,97,52.0,52.0,52.0,52.0,52.0,109.0,109.0,109.0,109.0,122.0,122.0,122.0,122.0,119,119,119,119,119,119,119,119,119,119,123.0,123.0,123.0,52.0,52.0,52.0,52.0,70,70,70,118.0,118.0,118.0,118.0,0.0,0.0,0.0,165.0,165.0,165.0,165.0,165,165,165,165,165,213.0,213.0,213.0,213.0,178.0,178.0,178.0,178.0,178.0,145,145,145,145,145,145,145,145,22.0,22.0,22.0,22.0,15.0,15.0,9,9,9,9.0,9.0,9.0,9.0,9.0,30,30,30,30,30,30,109.0
Part 55,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,21,21,21,0,0,0,29,29,29,29,29,21.0,21.0,21.0,21.0,21.0,18.0,18.0,18.0,18.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,17.0,17.0,17.0,14.0,14.0,14.0,14.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7,7,7,7,7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,10.0,10.0,10.0,10.0,3.0,3.0,3,3,3,3.0,3.0,3.0,3.0,3.0,4,4,4,4,4,4,5.0
