Part Number,2021-09-13 18:30:00,2021-09-14 06:05:00,2021-09-14 06:25:00,2021-09-14 06:34:00,2021-09-14 17:30:00,2021-09-15 06:20:00,2021-09-15 06:37:00,2021-09-15 16:33:00,2021-09-16 06:32:00,2021-09-16 06:38:00,2021-09-16 15:06:00,2021-09-16 17:06:00,2021-09-17 05:59:00,2021-09-17 06:23:00,2021-09-17 06:32:00,2021-09-18 07:13:00,2021-09-19 06:30:00,2021-09-20 06:01:00,2021-09-20 06:29:00,2021-09-21 06:03:00,2021-09-21 06:31:00,2021-09-22 05:58:00,2021-09-22 06:33:00,2021-09-23 06:00:00,2021-09-23 06:35:00,2021-09-24 06:05:00,2021-09-24 06:33:00,2021-09-25 07:06:00,2021-09-25 15:38:00,2021-09-26 06:02:00,2021-09-26 06:28:00,2021-09-27 05:54:00,2021-09-27 06:30:00,2021-09-27 08:37:00,2021-09-27 09:55:00,2021-09-27 11:55:00,2021-09-27 12:58:00,2021-09-28 06:31:00,2021-09-28 06:37:00,2021-09-28 10:00:00,2021-09-28 12:00:00,2021-09-28 16:57:00,2021-09-28 18:00:00,2021-09-29 06:29:00,2021-09-29 06:42:00,2021-09-29 11:58:00,2021-09-30 06:31:00,2021-09-30 06:33:00,2021-09-30 11:33:00,2021-09-30 12:30:00,2021-09-30 13:33:00,2021-09-30 15:34:00,2021-09-30 16:30:00,2021-09-30 17:34:00,2021-10-01 06:31:00,2021-10-01 06:35:00,2021-10-01 07:08:00,2021-10-02 07:05:00,2021-10-02 08:35:00,2021-10-03 07:03:00,2021-10-04 05:54:00,2021-10-04 06:26:00,2021-10-04 06:30:00,2021-10-04 11:27:00,2021-10-04 16:30:00,2021-10-05 06:32:00,2021-10-05 06:39:00,2021-10-05 07:01:00,2021-10-05 10:29:00,2021-10-06 06:00:00,2021-10-06 06:29:00,2021-10-06 06:33:00,2021-10-06 12:26:00,2021-10-06 18:34:00,2021-10-07 06:31:00,2021-10-07 08:08:00,2021-10-07 15:31:00,2021-10-07 17:32:00,2021-10-08 06:04:00,2021-10-08 06:35:00,2021-10-08 06:37:00,2021-10-08 12:08:00,2021-10-08 15:05:00,2021-10-09 07:05:00,2021-10-10 05:58:00,2021-10-10 06:29:00,2021-10-11 06:00:00,2021-10-11 06:28:00,2021-10-12 06:30:00,2021-10-12 06:36:00,2021-10-12 11:34:00,2021-10-13 06:34:00,2021-10-13 06:44:00,2021-10-13 07:14:00,2021-10-13 12:38:00,2021-10-14 06:32:00,2021-10-14 06:33:00,2021-10-14 16:30:00,2021-10-15 06:30:00,2021-10-15 06:38:00,2021-10-15 06:59:00,2021-10-15 15:34:00,2021-10-16 07:06:00,2021-10-16 07:42:00,2021-10-17 06:36:00,2021-10-18 06:01:00,2021-10-18 06:27:00,2021-10-18 06:37:00,2021-10-18 16:38:00,2021-10-19 06:36:00,2021-10-19 06:49:00,2021-10-19 11:57:00,2021-10-19 15:57:00,2021-10-20 06:00:00,2021-10-20 06:32:00,2021-10-20 06:36:00,2021-10-20 12:01:00,2021-10-20 16:01:00,2021-10-21 06:29:00,2021-10-21 06:42:00,2021-10-21 09:57:00,2021-10-21 11:01:00,2021-10-21 11:58:00,2021-10-21 15:01:00,2021-10-22 06:48:00,2021-10-22 07:02:00,2021-10-22 11:06:00,2021-10-22 12:31:00,2021-10-22 14:31:00,2021-10-22 16:03:00,2021-10-23 07:08:00,2021-10-24 06:33:00,2021-10-25 06:19:00,2021-10-25 06:32:00,2021-10-25 14:33:00,2021-10-25 17:29:00,2021-10-26 06:31:00,2021-10-26 06:33:00,2021-10-27 06:29:00,2021-10-27 06:39:00,2021-10-28 06:30:00,2021-10-28 06:31:00,2021-10-28 12:26:00,2021-10-28 15:30:00,2021-10-28 16:26:00,2021-10-29 06:30:00,2021-10-29 06:32:00,2021-10-29 07:06:00,2021-10-29 12:34:00,2021-10-29 15:03:00,2021-10-29 15:38:00,2021-10-30 07:04:00,2021-11-01 07:03:00
Part 56,261,261,231.0,231.0,231.0,196.0,196.0,196.0,200.0,200.0,200.0,200.0,200.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,215.0,215.0,215.0,215.0,215.0,183.0,183.0,183.0,183.0,183.0,183.0,243,243,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,187,187,187,0,0,0,189,189,189,189,189,127.0,127.0,127.0,127.0,127.0,114.0,114.0,114.0,114.0,93.0,93.0,93.0,93.0,82,82,82,82,82,82,82,82,82,82,154.0,154.0,154.0,215.0,215.0,215.0,215.0,218,218,218,231.0,231.0,231.0,231.0,0.0,0.0,0.0,183.0,183.0,183.0,183.0,166,166,166,166,166,147.0,147.0,147.0,147.0,156.0,156.0,156.0,156.0,156.0,192,192,192,192,192,192,192,192,143.0,143.0,143.0,143.0,182.0,182.0,186,186,186,187.0,187.0,187.0,187.0,187.0,152,152,152,152,152,152,214.0
Part 57,15,15,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,39,39,39,0,0,0,24,24,24,24,24,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,25.0,25.0,25.0,25.0,34,34,34,34,34,34,34,34,34,34,56.0,56.0,56.0,27.0,27.0,27.0,27.0,11,11,11,4.0,4.0,4.0,4.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,6,6,6,6,6,18.0,18.0,18.0,18.0,11.0,11.0,11.0,11.0,11.0,8,8,8,8,8,8,8,8,13.0,13.0,13.0,13.0,27.0,27.0,22,22,22,33.0,33.0,33.0,33.0,33.0,19,19,19,19,19,19,9.0
Part 58,38,38,58.0,58.0,58.0,34.0,34.0,34.0,48.0,48.0,48.0,48.0,48.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,39.0,39.0,39.0,39.0,39.0,35.0,35.0,35.0,35.0,35.0,35.0,58,58,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,47,47,47,0,0,0,63,63,63,63,63,48.0,48.0,48.0,48.0,48.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,17,17,17,17,17,17,17,17,17,17,67.0,67.0,67.0,63.0,63.0,63.0,63.0,69,69,69,28.0,28.0,28.0,28.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,24,24,24,24,24,22.0,22.0,22.0,22.0,26.0,26.0,26.0,26.0,26.0,34,34,34,34,34,34,34,34,12.0,12.0,12.0,12.0,53.0,53.0,53,53,53,44.0,44.0,44.0,44.0,44.0,47,47,47,47,47,47,67.0
Part 59,31,31,38.0,38.0,38.0,94.0,94.0,94.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,14.0,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,38.0,38.0,66,66,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,29,29,29,0,0,0,27,27,27,27,27,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,4,4,4,4,4,4,4,4,4,4,15.0,15.0,15.0,22.0,22.0,22.0,22.0,24,24,24,29.0,29.0,29.0,29.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,26,26,26,26,26,25.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,25,25,25,25,25,25,25,25,29.0,29.0,29.0,29.0,26.0,26.0,40,40,40,47.0,47.0,47.0,47.0,47.0,42,42,42,42,42,42,48.0
Part 6,108,108,106.0,106.0,106.0,113.0,113.0,113.0,109.0,109.0,109.0,109.0,109.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,141.0,141.0,141.0,141.0,141.0,133.0,133.0,133.0,133.0,133.0,133.0,135,135,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,113,113,113,0,0,0,111,111,111,111,111,114.0,114.0,114.0,114.0,114.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,115,115,115,115,115,115,115,115,115,115,96.0,96.0,96.0,96.0,96.0,96.0,96.0,107,107,107,122.0,122.0,122.0,122.0,116.0,116.0,116.0,104.0,104.0,104.0,104.0,97,97,97,97,97,100.0,100.0,100.0,100.0,102.0,102.0,102.0,102.0,102.0,109,109,109,109,109,109,109,109,103.0,103.0,103.0,103.0,90.0,90.0,110,110,110,104.0,104.0,104.0,104.0,104.0,96,96,96,96,96,96,99.0
Part 60,898,898,932.0,932.0,932.0,961.0,961.0,961.0,1043.0,1043.0,1043.0,1043.0,1043.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1004.0,1004.0,1004.0,1004.0,1004.0,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1131,1131,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,855,855,855,0,0,0,860,860,860,860,860,590.0,590.0,590.0,590.0,590.0,656.0,656.0,656.0,656.0,689.0,689.0,689.0,689.0,636,636,636,636,636,636,636,636,636,636,929.0,929.0,929.0,828.0,828.0,828.0,828.0,784,784,784,759.0,759.0,759.0,759.0,0.0,0.0,0.0,798.0,798.0,798.0,798.0,729,729,729,729,729,763.0,763.0,763.0,763.0,743.0,743.0,743.0,743.0,743.0,732,732,732,732,732,732,732,732,329.0,329.0,329.0,329.0,355.0,355.0,372,372,372,357.0,357.0,357.0,357.0,357.0,456,456,456,456,456,456,938.0
Part 61,65,65,67.0,67.0,67.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,27.0,27.0,27.0,27.0,27.0,9.0,9.0,9.0,9.0,9.0,9.0,3,3,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,74,74,74,0,0,0,72,72,72,72,72,44.0,44.0,44.0,44.0,44.0,29.0,29.0,29.0,29.0,23.0,23.0,23.0,23.0,28,28,28,28,28,28,28,28,28,28,71.0,71.0,71.0,71.0,71.0,71.0,71.0,79,79,79,88.0,88.0,88.0,88.0,0.0,0.0,0.0,81.0,81.0,81.0,81.0,74,74,74,74,74,65.0,65.0,65.0,65.0,26.0,26.0,26.0,26.0,26.0,18,18,18,18,18,18,18,18,40.0,40.0,40.0,40.0,39.0,39.0,50,50,50,51.0,51.0,51.0,51.0,51.0,60,60,60,60,60,60,110.0
Part 62,90,90,73.0,73.0,73.0,71.0,71.0,71.0,32.0,32.0,32.0,32.0,32.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,90,90,90,90,90,90,90,90,90,90,166.0,166.0,166.0,142.0,142.0,142.0,142.0,145,145,145,136.0,136.0,136.0,136.0,0.0,0.0,0.0,146.0,146.0,146.0,146.0,141,141,141,141,141,156.0,156.0,156.0,156.0,144.0,144.0,144.0,144.0,144.0,155,155,155,155,155,155,155,155,145.0,145.0,145.0,145.0,163.0,163.0,166,166,166,164.0,164.0,164.0,164.0,164.0,170,170,170,170,170,170,100.0
Part 63,216,216,218.0,218.0,218.0,137.0,137.0,137.0,157.0,157.0,157.0,157.0,157.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,93.0,93.0,93.0,93.0,93.0,23.0,23.0,23.0,23.0,23.0,23.0,66,66,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,275,275,275,0,0,0,270,270,270,270,270,165.0,165.0,165.0,165.0,165.0,152.0,152.0,152.0,152.0,123.0,123.0,123.0,123.0,147,147,147,147,147,147,147,147,147,147,283.0,283.0,283.0,229.0,229.0,229.0,229.0,219,219,219,213.0,213.0,213.0,213.0,0.0,0.0,0.0,215.0,215.0,215.0,215.0,227,227,227,227,227,271.0,271.0,271.0,271.0,264.0,264.0,264.0,264.0,264.0,276,276,276,276,276,276,276,276,267.0,267.0,267.0,267.0,234.0,234.0,270,270,270,274.0,274.0,274.0,274.0,274.0,208,208,208,208,208,208,141.0
Part 64,16,16,23.0,23.0,23.0,48.0,48.0,48.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,0,0,0,34,34,34,34,34,29.0,29.0,29.0,29.0,29.0,38.0,38.0,38.0,38.0,35.0,35.0,35.0,35.0,40,40,40,40,40,40,40,40,40,40,73.0,73.0,73.0,53.0,53.0,53.0,53.0,47,47,47,48.0,48.0,48.0,48.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,45,45,45,45,45,25.0,25.0,25.0,25.0,19.0,19.0,19.0,19.0,19.0,52,52,52,52,52,52,52,52,45.0,45.0,45.0,45.0,56.0,56.0,63,63,63,51.0,51.0,51.0,51.0,51.0,53,53,53,53,53,53,46.0
Part 65,422,422,420.0,420.0,420.0,401.0,401.0,401.0,385.0,385.0,385.0,385.0,385.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,404.0,404.0,404.0,404.0,404.0,422.0,422.0,422.0,422.0,422.0,422.0,483,483,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,452,452,452,0,0,0,429,429,429,429,429,279.0,279.0,279.0,279.0,279.0,290.0,290.0,290.0,290.0,281.0,281.0,281.0,281.0,264,264,264,264,264,264,264,264,264,264,432.0,432.0,432.0,393.0,393.0,393.0,393.0,393,393,393,411.0,411.0,411.0,411.0,0.0,0.0,0.0,415.0,415.0,415.0,415.0,394,394,394,394,394,426.0,426.0,426.0,426.0,401.0,401.0,401.0,401.0,401.0,408,408,408,408,408,408,408,408,229.0,229.0,229.0,229.0,306.0,306.0,313,313,313,323.0,323.0,323.0,323.0,323.0,294,294,294,294,294,294,452.0
Part 66,898,898,932.0,932.0,932.0,961.0,961.0,961.0,1043.0,1043.0,1043.0,1043.0,1043.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1124.0,1004.0,1004.0,1004.0,1004.0,1004.0,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1131,1131,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,855,855,855,0,0,0,860,860,860,860,860,590.0,590.0,590.0,590.0,590.0,656.0,656.0,656.0,656.0,689.0,689.0,689.0,689.0,636,636,636,636,636,636,636,636,636,636,929.0,929.0,929.0,828.0,828.0,828.0,828.0,784,784,784,759.0,759.0,759.0,759.0,0.0,0.0,0.0,798.0,798.0,798.0,798.0,729,729,729,729,729,763.0,763.0,763.0,763.0,743.0,743.0,743.0,743.0,743.0,732,732,732,732,732,732,732,732,329.0,329.0,329.0,329.0,355.0,355.0,372,372,372,357.0,357.0,357.0,357.0,357.0,456,456,456,456,456,456,938.0
Part 67,65,65,67.0,67.0,67.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,27.0,27.0,27.0,27.0,27.0,9.0,9.0,9.0,9.0,9.0,9.0,3,3,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,74,74,74,0,0,0,72,72,72,72,72,44.0,44.0,44.0,44.0,44.0,29.0,29.0,29.0,29.0,23.0,23.0,23.0,23.0,28,28,28,28,28,28,28,28,28,28,71.0,71.0,71.0,71.0,71.0,71.0,71.0,79,79,79,88.0,88.0,88.0,88.0,0.0,0.0,0.0,81.0,81.0,81.0,81.0,74,74,74,74,74,65.0,65.0,65.0,65.0,26.0,26.0,26.0,26.0,26.0,18,18,18,18,18,18,18,18,40.0,40.0,40.0,40.0,39.0,39.0,50,50,50,51.0,51.0,51.0,51.0,51.0,60,60,60,60,60,60,110.0
Part 68,90,90,73.0,73.0,73.0,71.0,71.0,71.0,32.0,32.0,32.0,32.0,32.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,90,90,90,90,90,90,90,90,90,90,166.0,166.0,166.0,142.0,142.0,142.0,142.0,145,145,145,136.0,136.0,136.0,136.0,0.0,0.0,0.0,146.0,146.0,146.0,146.0,141,141,141,141,141,156.0,156.0,156.0,156.0,144.0,144.0,144.0,144.0,144.0,155,155,155,155,155,155,155,155,145.0,145.0,145.0,145.0,163.0,163.0,166,166,166,164.0,164.0,164.0,164.0,164.0,170,170,170,170,170,170,100.0
Part 69,216,216,218.0,218.0,218.0,137.0,137.0,137.0,157.0,157.0,157.0,157.0,157.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,93.0,93.0,93.0,93.0,93.0,23.0,23.0,23.0,23.0,23.0,23.0,66,66,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,275,275,275,0,0,0,270,270,270,270,270,165.0,165.0,165.0,165.0,165.0,152.0,152.0,152.0,152.0,123.0,123.0,123.0,123.0,147,147,147,147,147,147,147,147,147,147,283.0,283.0,283.0,229.0,229.0,229.0,229.0,219,219,219,213.0,213.0,213.0,213.0,0.0,0.0,0.0,215.0,215.0,215.0,215.0,227,227,227,227,227,271.0,271.0,271.0,271.0,264.0,264.0,264.0,264.0,264.0,276,276,276,276,276,276,276,276,267.0,267.0,267.0,267.0,234.0,234.0,270,270,270,274.0,274.0,274.0,274.0,274.0,208,208,208,208,208,208,141.0
Part 7,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,21.0,21.0,21.0,29,29,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,5,5,0,0,0,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,47.0,47.0,47.0,47.0,46.0,46.0,67,67,67,61.0,61.0,61.0,61.0,61.0,16,16,16,16,16,16,3.0
Part 70,16,16,23.0,23.0,23.0,48.0,48.0,48.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,0,0,0,34,34,34,34,34,29.0,29.0,29.0,29.0,29.0,38.0,38.0,38.0,38.0,35.0,35.0,35.0,35.0,40,40,40,40,40,40,40,40,40,40,73.0,73.0,73.0,53.0,53.0,53.0,53.0,47,47,47,48.0,48.0,48.0,48.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,45,45,45,45,45,25.0,25.0,25.0,25.0,19.0,19.0,19.0,19.0,19.0,52,52,52,52,52,52,52,52,45.0,45.0,45.0,45.0,56.0,56.0,63,63,63,51.0,51.0,51.0,51.0,51.0,53,53,53,53,53,53,46.0
Part 71,422,422,420.0,420.0,420.0,401.0,401.0,401.0,385.0,385.0,385.0,385.0,385.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,404.0,404.0,404.0,404.0,404.0,422.0,422.0,422.0,422.0,422.0,422.0,483,483,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,452,452,452,0,0,0,429,429,429,429,429,279.0,279.0,279.0,279.0,279.0,290.0,290.0,290.0,290.0,281.0,281.0,281.0,281.0,264,264,264,264,264,264,264,264,264,264,432.0,432.0,432.0,393.0,393.0,393.0,393.0,393,393,393,411.0,411.0,411.0,411.0,0.0,0.0,0.0,415.0,415.0,415.0,415.0,394,394,394,394,394,426.0,426.0,426.0,426.0,401.0,401.0,401.0,401.0,401.0,408,408,408,408,408,408,408,408,229.0,229.0,229.0,229.0,306.0,306.0,313,313,313,323.0,323.0,323.0,323.0,323.0,294,294,294,294,294,294,452.0
Part 72,0,0,0.0,0.0,0.0,40.0,40.0,40.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0,51.0,46.0,46.0,46.0,46.0,46.0,46.0,40,40,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,24,24,24,0,0,0,11,11,11,11,11,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,21.0,21.0,21.0,21.0,26,26,26,26,26,26,26,26,26,26,15.0,15.0,15.0,37.0,37.0,37.0,37.0,39,39,39,32.0,32.0,32.0,32.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,38,38,38,38,38,29.0,29.0,29.0,29.0,18.0,18.0,18.0,18.0,18.0,42,42,42,42,42,42,42,42,42.0,42.0,42.0,42.0,19.0,19.0,8,8,8,1.0,1.0,1.0,1.0,1.0,10,10,10,10,10,10,35.0
Part 73,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,57.0,120.0,120.0,120.0,120.0,120.0,120.0,168,168,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,154,154,154,0,0,0,133,133,133,133,133,106.0,106.0,106.0,106.0,106.0,88.0,88.0,88.0,88.0,57.0,57.0,57.0,57.0,63,63,63,63,63,63,63,63,63,63,116.0,116.0,116.0,123.0,123.0,123.0,123.0,118,118,118,107.0,107.0,107.0,107.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,86,86,86,86,86,80.0,80.0,80.0,80.0,69.0,69.0,69.0,69.0,69.0,103,103,103,103,103,103,103,103,96.0,96.0,96.0,96.0,81.0,81.0,69,69,69,58.0,58.0,58.0,58.0,58.0,39,39,39,39,39,39,44.0
Part 74,0,0,0.0,0.0,0.0,162.0,162.0,162.0,99.0,99.0,99.0,99.0,99.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,67.0,67.0,67.0,67.0,67.0,79.0,79.0,79.0,79.0,79.0,79.0,91,91,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,69,69,69,0,0,0,106,106,106,106,106,123.0,123.0,123.0,123.0,123.0,128.0,128.0,128.0,128.0,142.0,142.0,142.0,142.0,134,134,134,134,134,134,134,134,134,134,84.0,84.0,84.0,88.0,88.0,88.0,88.0,171,171,171,171.0,171.0,171.0,171.0,0.0,0.0,0.0,208.0,208.0,208.0,208.0,208,208,208,208,208,211.0,211.0,211.0,211.0,185.0,185.0,185.0,185.0,185.0,164,164,164,164,164,164,164,164,134.0,134.0,134.0,134.0,152.0,152.0,166,166,166,189.0,189.0,189.0,189.0,189.0,180,180,180,180,180,180,179.0
Part 75,0,0,0.0,0.0,0.0,217.0,217.0,217.0,192.0,192.0,192.0,192.0,192.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,201.0,201.0,201.0,201.0,201.0,196.0,196.0,196.0,196.0,196.0,196.0,239,239,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,231,231,231,0,0,0,202,202,202,202,202,179.0,179.0,179.0,179.0,179.0,178.0,178.0,178.0,178.0,238.0,238.0,238.0,238.0,227,227,227,227,227,227,227,227,227,227,82.0,82.0,82.0,85.0,85.0,85.0,85.0,95,95,95,99.0,99.0,99.0,99.0,0.0,0.0,0.0,187.0,187.0,187.0,187.0,198,198,198,198,198,204.0,204.0,204.0,204.0,220.0,220.0,220.0,220.0,220.0,204,204,204,204,204,204,204,204,185.0,185.0,185.0,185.0,196.0,196.0,217,217,217,251.0,251.0,251.0,251.0,251.0,275,275,275,275,275,275,284.0
